UserName,Review,Score,Date,Bank
shuffl_3,"No complains about Trust Bank & Trust card themselves. High interest rates, great forex rates, etc. 

But the app itself is the black sheep of the family. The way the rewards and coupons are sorted is extremely unintuitive. Why would I just want to see coupons near my home? I don’t only spend time at home. I want to see coupons applicable to my current location!",3,2023-12-20 09:50:29,Trust
Haziq A.,"I downloaded and deleted the app within 3 minutes because of extremely curt card application process. 

I was initially excited to apply for their credit card after my friend shared about it’s benefits when he used it overseas during a meetup.

I downloaded the app, provided my info via SingPass when applying for a credit card and was rejected within seconds. I spoke to a chat agent Zhi Ching who sent me a template reply (screenshot-ed it) that the reason why my application was rejected is confidential and to apply again in a few months. 

It was already suspicious how no clear guidelines for credit card application approval were listed, now there is no explanation why my application was rejected within seconds. My experience with this app was truly disappointing.",1,2023-12-10 13:29:07,Trust
BCW grc,I was about to use my $10 trust vouchers today when I saw it suddenly disappeared from my coupon section. I quickly contact the trust app team via msg and after a few explanations they said will help to reinstate back my referral vouchers and can only get back to me in a few days. I think my feedback to your management team is to extend the validity of ntuc referral vouchers to one year as other app also give long expiration date till 2025 for ntuc voucher. New sign up referral code is 4ZZWEGKK,3,2023-12-08 04:01:49,Trust
Spilksch,"Good exchange rates. Simple app. 

However the in-app chat CS is downright pathetic. She can’t understand my question after repeating myself THREE times, copy and pastes answers like a bot, and cuts the conversation short even though she never answered my question and didn’t give me a chance to respond. Just pastes an answer then says “if that’s all, I’ll be ending this chat.” And proceeds to quit the chat in less than 2 seconds.",2,2023-12-06 06:44:34,Trust
teemimex,Why I did not get my $10 voucher for applying trust card,5,2023-12-05 02:51:36,Trust
sleepycoffeedonna,1st set up seamlessly :thumbs_up:,4,2023-12-04 15:48:15,Trust
ELSM62,Thanks for the free drink! Every bit of help to fight inflation is much appreciated!!!,5,2023-11-27 03:23:32,Trust
withthetart,"haven’t encountered a issue with this app, provides many rewards for usage aswell as allowing easy access to things w/ high security",5,2023-11-24 10:55:50,Trust
kkkwming,It’s easy to get slapped with a late payment charge. Funny thing is the app notification tells you are have been slapped with a penalty but doesn’t remind you to make payment. What’s more they only waive the penalty for one time..2nd time and there’s no more waiver. A $100 slapped for a $14 spend on the card. Ridiculous. Effinn ridiculous. That’s how this ‘bank’ makes money by low infrastructure cost and inflexible policies,1,2023-11-22 17:15:14,Trust
jillcha1113,Love the perks that I receive while I am spending!!,5,2023-11-19 14:25:54,Trust
Cynthia Phua,Convenience and key is no charge for withdrawal of cash,5,2023-11-15 23:48:46,Trust
Ande Lai,"Easy to use. Lots of discount and 
Great offers",5,2023-11-15 05:15:06,Trust
Raden Didi,"Dear Trust team
,  Can you pls fix this issue? It happened many times!!! About cannot use Trust Key in the app. When I input a new password, its says “something went wrong”.. many times. Why are we allowed to only use Face ID? Pls look into it. Thanks a lot!",4,2023-11-10 01:55:52,Trust
Zihao1998,"One big flaw of Trust Bank app is the inability to automatically mark the voucher as “Redeemed” after using it. Users have to manually mark it as redeemed. This obviously raise possibility of human errors, and bringing inconvenience. 

Thousands of applications have successfully implemented this feature for the voucher to be automatically deleted from your account upon usage, but Trust Bank SG thought it was a good initiative to leave this out.",1,2023-11-07 06:17:27,Trust
nsi36,iPad and iPhone please.,1,2023-11-03 05:04:25,Trust
ReviewTrustBank,"Beware of late fee trap, easily costing you $100 without Giro payment option. Warning!!!!!!

The CS are so rigid and robotic. The only thing they were helpful with was telling me how to cancel the card: 1. Hit the profile icon at the top right corner 2. Select “Settings” 3. Select “Close credit card” 4. Select “Next” 5. Select “Next” 6. Select “Next” & Reasons 7. Hit “Confirm” 8. Completion",1,2023-11-01 17:46:38,Trust
Keropoksc,"Its so easy and hassle free to open a savings account. Most importantly for consumer to have a peace of mind, Trust created several security features on app!",5,2023-10-30 11:25:28,Trust
Standalone4eva,"If you’re a first-time salaried employee and would wish to get a credit card from Trust, you will have no choice but to wait for (S$30,000/your monthly salary) months for your CPF contribution to “tell” the bank that you’ve cumulatively earned the qualifying sum in a year, before they can approve your credit card. There’s no case-by-case assessment available. This is quite a departure from a friendly and smart digital bank image that Trust is trying to portray, and this is ironically, particularly unfriendly to their target audience, young population who are more well-versed in and receptive of technology. Do something, perhaps?

Update: I’ve enquired again through the in app chat as instructed by the reply, the correspondent threw me the same reason, telling me I didn’t meet the requirements. So I decided to get creative and tried applying a Standard Chartered (Trust’s partial owner) card using SingPass, guess what, instant approval.

Substandard bank indeed. Kindly refrain from replying with templated reply, thanks.",1,2023-10-23 14:01:00,Trust
Tns lah,"Changed my phone 3 days ago.. multiple time trying to login TRUST app, but it’s not trust worthy.  Keep getting error message “ We are unable to log you in with
Singpass right now
We are working on it, please try again later.”, 

Call customer hotline after 3 days… but was told to wait 3 working for technical team to fix the issue?",2,2023-10-23 06:45:49,Trust
TwelveSided,"Shoutout to the designers and developers, by far the best app experience out of all the banks.",5,2023-10-17 15:01:28,Trust
JLeong2000,Face Id is not working on iphone 15 pro max need to enter passcode every time.,4,2023-10-16 07:38:47,Trust
El@1n3,"Hi I can’t login after the login must use Singpass to login. Stuck at tapping Singpass QR code to login. No reaction. And I called Singpass they said was app issue, not Singpass issue. Can help me to resolve the issue?",1,2023-10-11 09:16:45,Trust
Annoying John,Generally good & customer service staff are courteous & well equipped with the products knowledge,4,2023-10-08 07:42:58,Trust
Liat Chye,I would like to share with my family members,5,2023-10-06 09:56:52,Trust
Zdowils,Only option is try again and it doesnt work,1,2023-10-05 06:31:59,Trust
SM Quek,"Just changed to a new phone and I lost access to the app. I am unable to login from SingPass. Already called twice to customer helpline and both times I’m told that they will reset for me. However, both times fail for me and I’m still unable to access the app. Need help please.",2,2023-10-05 03:15:57,Trust
CheekyMaster,"After so long, the app still unable to adjust and up the credit limited. All the CR team said was unable to do it. I just don’t understand why it’s so difficult to do it. Digital banking, more like more barrier",1,2023-10-03 05:43:18,Trust
jesslinegoh,"When we were in MY, we used Trust for our major purchases as the exchange rate is almost on par with what we check on the website. Also the conversion is immediately reflected in the app and there is also notification on the spot. :thumbs_up_light_skin_tone:",5,2023-09-29 06:38:14,Trust
Peterho sg,"This trust bank works like a machine. Not customer centric with mostly custlmer service based overseas. They are not local Singapore customer service based.

In simple, their business is to make money out of their customer and not customer/ client based.

One of the worse banks and card, used to be as bad as Citibank, but Citibank Cust service had improved a lot.

Highly do NOT recommend to sign up for trust card as their Cust service, bank services are not customer focus.

LIKEWISE, their bank don’t give good rates too.",1,2023-09-29 00:14:57,Trust
Angeriestbird,Easy to use. Best is no FX charges!!!,5,2023-09-26 09:03:06,Trust
Mam lam,"Already 2 weeks cant load in the apps, what is going on? Can pls fix the problem! Tks!",1,2023-09-25 13:07:41,Trust
Yy-yoyo,Recommended for families and young adults who shop often at Fairprice!,5,2023-09-22 07:48:54,Trust
Coryeo,"At NTUC , the physical card must be presented even though I am paying via my phone . 
That means I must always carry my physical card . Please review the procedure to improve customer service and efficiency. Thanks",3,2023-09-21 02:58:37,Trust
Not_Happy_Cust,"Just got approved for the account & need to update my contact details. But somehow kicked out of the app & when tried to login again it said UNABLE TO LOG ME IN. 

What if i need urgent transaction. Not happy with it. Not reliable at all.",4,2023-09-20 23:29:58,Trust
Apo_Telesma,Simple and convenient approval process. Love it! :red_heart:,5,2023-09-20 03:41:26,Trust
Kzliang12,"Nice card to have, with all the perks and benefit. 
Credit availability and flexibility is there too. :thumbs_up_light_skin_tone: 
Rewards is good too.",5,2023-09-18 23:36:15,Trust
ivatyw,"After I returned from overseas, I realised I cannot log into the app. Using SingPass also cannot, error message is just “We are unable to log you in with SingPass right now” “We are working on it, please try again later.” 

Where is the passcode login option? Why am I not able to login even though I’ve had an account since last year?",1,2023-09-16 10:34:31,Trust
Sarah Aye Win,No comment so far.:smiling_face_with_smiling_eyes: Thanks :folded_hands:,5,2023-09-16 05:37:28,Trust
chteoo,"Application & reception of this Credit card is seamless & efficacious.

This app is easy to use!

The benefits from this Credit Card is useful and practical.

:grinning_face_with_big_eyes:",5,2023-09-16 04:18:11,Trust
Chyekian,"Sign up was unsuccessful even when I have met all requirements. Spoke to the CS and the live chat, all came with no solutions. Then how am I to apply for the card?",1,2023-09-13 09:50:49,Trust
Devotionsvisage,"You can’t disable email notifications. Every time I receive a transfer, make a deposit, or even make a credit card transaction, Trust has to send me an email. I use the Trust card significantly less frequently than my other cards and yet Trust just fills my inbox with spam. Send an app notification if need be, but why emails for everything? Extremely annoying feature that needs to be done away.",3,2023-09-12 06:21:54,Trust
(SG)+++,Nice surprise gift for a little spent of less than $15! Thanks,5,2023-09-10 14:51:39,Trust
wangie88,"Terrible app. Led to the app for application but despite multiple attempts, can’t verify though Singpass.",1,2023-09-10 07:43:11,Trust
Samsulbari Shah,"Dear Bank Representatives Sir/Ma’am,
Your Bank is no doubt is an excellent service in terms of easy usage and plenty of heartland shop’s promotions that are being offered. 

However I really wish that my monthly salary can be transferred or credited to my Trust Bank account just like other banks did. I was disappointed to learn from your customer service department that your bank don’t provide such services as I mentioned earlier.

I truly hope that your bank could implement the monthly salary or even the yearly government GSTV payout to be credited via fast or whatsoever credit transfer system that your bank could implement.

I look forward to your Bank representative reply pertaining to the suggestion that I mentioned above. Please look into this matter considerably and with a positive outcome.Thank you.",5,2023-09-07 20:37:56,Trust
Why can’t find a nick,I use the card not just in Singapore but overseas too. No need to worry about all kinds of charges .,5,2023-09-06 01:42:35,Trust
Never so good,Trust card is so good! So many surprises! I always look forward to such surprises.,5,2023-09-05 23:24:41,Trust
Akumiko,The only way to login in via singpass. The QR code generated can’t even be tapped. Need to somehow owned 2 phones in order to use another one to scan the QR code to login.,1,2023-09-05 06:13:11,Trust
jus.levf,"I have previously apply the cc card like 1 year ago and have it cancelled.
Wanted to reapply and it will never get thru.
No one is there to assist.. :man_facepalming_light_skin_tone:",1,2023-09-03 08:49:10,Trust
Wiwit14,"Nice ice cream, good service, loving it !!!",5,2023-09-02 04:22:14,Trust
Kent Ming 17,"Enhancement is required to further promote the use of the Trust debit/credit card for taking public transit (SimplyGo), the enhancement was: introducing the cash rebates initiative for SimplyGo public transport usage based on the spending tier of end of each month and giving the cashback on the next month, cashback given based on the usage on previous month",4,2023-09-01 18:48:33,Trust
chua wei zhe,"The service is too bad. It's a waste of my time. I applied for more than a week. After waiting for so long, he told me to delete the software. I will apply after two weeks, and then I have to wait again. 
If you can't pass at the beginning, reply immediately. I'm not so angry. It's a waste of time to wait so long to notify you.",1,2023-09-01 08:29:24,Trust
PurpleDiscoPlates,Even genshin impact loads the game's world quicker than this card app lol,1,2023-08-26 07:09:19,Trust
SamuelLim89,Apply travel insurance there got error message. Pls resolve this thanks .,5,2023-08-23 23:28:24,Trust
laklananakbd,Luckily i did not put large amount here as i wana test this acct. I did a count back from earlier and the amount not tally. Supposed to hv $30+ bt now left $1? Anybody gt d same problem?,1,2023-08-22 23:30:44,Trust
sushiica,"The interface is not intuitive at all. You literally have to keep tap this and that to get between pages. It's infuriating to say the least. Not to mention, whoever is running this credit card is probably the most apathetic person on Earth. Literally makes you feel like you owe them. Late payment? Good luck. You got to plead your case. Asked for a waiver but you need to provide reason. Are we in school? The cs makes you feel like they are doing you a service and you should be grateful. ""On a one-time goodwill"" I quote them. There's nothing good about this card other than the zero foreign transaction fees. Be careful not to miss your repayment date and think before you set it cause you cannot change it. Very incredibly inflexible to say the least. The cs increases your blood pressure. Even telcos have better cs. Sign for the freebies, redeem those and run. Please get this right, customers do not owe you our business. Stop giving us your elitist attitude. It really feels like I have to praise the gods and kiss the feet of your cs cause they waived a fee. :face_vomiting:

And the developer's replies is even more infuriating. It's like rubbing it in your face. Not replying is even better than replying some sarcastic template reply.",1,2023-08-22 15:41:09,Trust
aybit,"Was trying to increase limit to consolidate local expenses, apparently it does not have increase limit feature but has DECREASE limit feature. Pffft. What a joke!",1,2023-08-22 00:25:54,Trust
d8nnii,You should not trigger your security system to block a login attempt immediately when on a second device. Instead security measures should be in place to ensure the person logging in is legit. I’m changing to a new device and now both devices are locked out and I have to wait for your team to get back to me. How absurd this is.,1,2023-08-21 06:30:05,Trust
Desmond Koh 88,"It stopped me from continuing in the app after it declined me on my application. I did enquire on what happened but nothing has been said and the only answer is declined and its private. What is it that my information are private that I doesn’t understand. If I can go and rectify it, isn’t thats the best rather than kept telling me its private. 

This is not helping me at all. I am not here to create problem but I am here to look for help if my application has got something wrong.",1,2023-08-19 14:11:46,Trust
Kevinlim,"I been using trust card 3-4 time in Taiwan and previously don't have any issue. Just recently I was in business trip and my first transaction spending in shopping mall decline a few time. The staff think that his machine had problem and change another machine. Finally transaction approve. Next min I saw Trust bank lock my card indicating suspected fraud transaction. I quickly call trust bank after they verified said need 1hours to unlock my card. I was in restaurant for lunch and could not bull for payment. Trust bank also said in future better let them know my travel plan. What the hell. Last time don't have this issue, now need.",1,2023-08-19 04:51:53,Trust
Tht1978,I can’t go in the loan and pay up what happened.,1,2023-08-18 10:22:17,Trust
Low flying,Best card to carry around whether when at home or overseas.,5,2023-08-16 01:19:38,Trust
小陈（YouTube）skeleton icon,"Fast and hassle free
Offer attractive rates 
Will recommend more ppl to use",5,2023-08-13 11:20:04,Trust
can't playback,"currently there are 3 digital banks. gxs offered 3.48% (to be reduced to 2.68% soon) just for parking your money. maribank offered 2.5%, also just for parking your money. trust bank offered 1.5% for non members and 2% only after you have made 5 transactions. this bank is the joker among digital banks.",1,2023-08-12 17:11:52,Trust
mycrap,So far the connection is fast. Good,5,2023-08-11 05:14:56,Trust
KiloBites,"• App is not user-friendly, confusing design.. The most frustrating thing is how hard it is to find key features. This should be easy to do, but the app buries it under layers of menus. I often give up trying to find things after clicking through too many confusing screens. Simple things require too many taps and steps compared to other banking apps.

• No GIRO service to credit the salary to Trust Bank",3,2023-08-11 03:32:13,Trust
Simple Member,"App prompted “Something went wrong” we are working on it. It has been 2 days, and I wonder how efficient is Trust Bank?",1,2023-08-09 05:29:08,Trust
guyiya,I love using trust card very simple n easy payment n fast !,3,2023-08-07 11:42:16,Trust
d0geatd0g,"Best card to use
Keep it up :thumbs_up::thumbs_up:",5,2023-08-01 16:07:00,Trust
stylex7,"This digital bank Trust rewards come with all sort of fine prints that’s misleading. e.g., redemption of coffee / tea at kopitiam is only applicable to some outlets. And the saving interest rate of this digital bank also filled with fine prints, making life difficult for customers having to perform activities for the bonus interest. There’s better digital banks out there, google for it and avoid this one for sure!",1,2023-08-01 06:55:59,Trust
kengkteo,The exchange rate is better than changing cash.,5,2023-07-31 23:21:08,Trust
Eonquay,Not sure what is happening. I still get notifications but cannot launch the app at all!,1,2023-07-26 12:29:52,Trust
T_Saint_T,Unable to login. :thumbs_down:,1,2023-07-26 06:01:49,Trust
Techgiss,Awesome easiness,5,2023-07-23 05:57:48,Trust
oozzh,"Logged out and couldn’t get back in for a few days straight, contact support who suggested reinstall and reboots which still don’t work. They mentioned that there are no known issues but searching online showed that others have had this issue for months, definitely be careful to not accidentally sign out or else you might be locked out for a long time to come.

Edit: As a clarification to the developer suggestion, I have provided a callback number to the support agent earlier and will stay till it is resolved",1,2023-07-21 10:06:15,Trust
kaahirul,"Hope they added pockets, similar to GXS

Referral code 48HF54BU",5,2023-07-16 15:01:05,Trust
CNMBX,"Transactions never succeed, even approved it. WTF is your logic, useless",1,2023-07-12 06:46:30,Trust
x-TW-Fan,App is refusing to close the “allow push notifications” screen. Forcing users to enable this just to use the app is a bad UX decision. :thumbs_down:,1,2023-07-06 08:47:01,Trust
yuhfefju,"I'm served by Navind to waive off Purchase Interest Fee that was charged to my account. I paid my monthly statement bill already but was asked to pay my outstanding bill which I have not received my statement yet. Instead of trying to help, he still question me for my past late payment which has already been resolved. What's the use of credit card? Do you make your purchase and pay your bill immediately? Obviously you make your payment and pay your bill when you receive your statement right? This is the first time I encountered such thing as Pay your outstanding bill before receiving your statement.",1,2023-07-06 01:47:20,Trust
Demikensai,"Spent in Malaysia on 10-May. Google rate is 3.35, money changers is 3.25, Trust rate is only 3.001. very disappointed. should have used my other cards that gave much better rates. And Trust still advertise that their rate is similar to Google's.",2,2023-06-28 07:55:07,Trust
Mark_aag,"Change phone recently & unable to log in since, can anyone pls help?",5,2023-06-27 12:31:21,Trust
Nic4444,Very good functions,4,2023-06-25 04:39:21,Trust
Genemei,Great to use it for the first time for my Japan 11-day trip .  Exchange rates were competitive .,5,2023-06-24 10:56:44,Trust
themiddleground,Made the mistake of decreasing my credit card limit to the lowest. Now I’m stuck with the limit and no way to increase it back up.,3,2023-06-24 03:39:55,Trust
Sophia LYW,"No gyro option even with their own bank account… I got 200 dollar late fee when I came back from Oversea trip. The spent was only 50+ dollars. Then the customer service is not answering my questions. Eventually I decided to close my account and cancel my credit card. When I follow their instruction to cancel, it is not achievable as there are some pending transaction and the customer service person asked me to wait until beginning of July. I think they want another 100 dollar late fee( is this how credit card make money for Trust)?",1,2023-06-21 12:32:32,Trust
Demand12234,Hard to find options. I had to goggle many times just to activate paynow. Plz make it simple so that everyone can use easily,2,2023-06-20 10:34:05,Trust
YCE1977,"Now that I’m happy to use the Trust Card for more transactions, I’m told by their Customer Service that is not possible to raise the credit limit “as the feature is not available”. This is the most ridiculous piece of info I have ever heard. When I first applied for the card, I set a very low credit limit of $2.5k when my salary would qualify for a much higher limit, thinking that if I want to use it more, I could always ask for an increase in the credit limit later, just like how we do with other banks. It is a total disappointment to be given such a reply that it is not possible. I asked if their back office can’t process a simple credit limit increase request, then does this warrant a card cancellation and a re-application to get a higher credit limit; and the reply was that this is still subject to the bank’s review. I can’t wrap my head around this one. The lousiest bank ever.",1,2023-06-12 04:27:05,Trust
josefynn2442,"Was having some issues w the TRUST app and decided to connect with TRUST via FB. 
The person who assisted me was v patient and knowledgeable in helping me to resolve my issues. Thanks!!",5,2023-06-12 03:25:33,Trust
Triplei_lin,be careful with them,1,2023-06-07 08:03:34,Trust
90lioneldoesnteat,I applied for a cc but was rejected. Unknown reason given even when the credit report shows GX for the risk grade. They are discouraging people from getting their card before any credit card sign ups with other banks first.,1,2023-06-07 02:39:58,Trust
Dhani304,Excellent by service provider staff,5,2023-06-04 02:15:23,Trust
Reviewer 404,"Once change Touch ID/Face ID, no way to get it back except to re-download and re-login. Most bank has setting to toggle. Please add thanks",3,2023-06-03 16:54:55,Trust
jwww94,"Why do we need to turn on mandatory notifications to log in, absolutely ridiculous",1,2023-05-28 06:28:11,Trust
SlicenseAngel,"I would love to give 5 stars however they are still rooms for improvement.
Firstly, I got notifications, but when I open the app, I don’t know which are the notifications, kind of stupid.
secondly, very limited services.",3,2023-05-26 06:37:18,Trust
Ryandan5643,Find it strange that with so many 1 Star ratings and so many critical reviews and complaints that it’s a 4.8 rating for the app? Would the app developer care to explain,3,2023-05-20 03:22:06,Trust
XDeathy,My savings account application got automatically declined and customer service is unable to help me. Completely stupid bank.,1,2023-05-18 06:59:22,Trust
yhjhoo,"Able to open bank account within a few minutes, however it is annoying that it send multiple notifications that you can’t disable, like a spam. That’s the only one feature keep annoying me every time I make a payment. Contacted support a few times but no positive reply, keep saying it’s a feature and nothing more can be done.",1,2023-05-14 02:52:47,Trust
hero champion 23577,I did not understand why I register my card to the EZ link portal trust bank will charge 0.10 cent for each transaction,1,2023-05-10 04:29:19,Trust
CluxkX,"When click on the Face ID icon, not able to start the Face ID",3,2023-05-09 00:41:14,Trust
Alvinkyg,"This card have to much marketing notifications either from the app itself, email.. and there is no setting to disable it. After getting it for three week, closed the card Nand deleted away the app",1,2023-05-08 11:02:54,Trust
ProPlan,App keep sending wrong dated transactions. It’s really tiring to have card usage messages at midnight or Sunday when you don’t use your card and value appear on wrong day. I contacted customer service and they said this value spend 3 days ago. Place put  transaction on correct date. Soon I will stop using this bank,1,2023-05-07 12:22:47,Trust
Stacy Wee,"I find it difficulty in using your apps. Though I now supported your card and always pay with ur apps card , I find it is not very user friendly to the layman.",5,2023-05-07 04:19:14,Trust
L. Hamilton,"Worked very well with iPhone Touch ID but when I upgraded to iPhone 12 with face ID, it does not work. Only can access by passcode. So disappointed",4,2023-05-06 12:32:59,Trust
Peter PCS,"Yes, agreed with earlier review. Support staff just hang up while u trying to response.

Also, when try to add reviews, k/b doesn’t pop up on this app only.

After so long in the market, there are still so many issue to fix. Terrible. 

Can even tap the start above to give one star:thumbs_down:",3,2023-05-06 11:41:38,Trust
Wintan18,Have difficulty using my other accounts (such as Citibank) to pay off the card bill. No trust bank selection,4,2023-05-06 08:22:06,Trust
Ahmitttttttt,Had an issue with one of the promos provided by the Trust app and contacted the customer service via the in app chat to explain the scenario. Whilst the explanation provided was adequate the staff was extremely inattentive and hasty in wanting to end the conversation. She also went on to hint that I was lying about my issue when she herself failed to do her checks properly. Extremely sour experience from a usually great app experience. Hope this is worked upon.,2,2023-04-30 12:45:08,Trust
SimpleLady_,Hi i received an invitation email from Singtel regarding this app. I already log in to my Singpass and what i get back answer is my application cannot be approved. What is this GSX doing???! Then why send me invitation.,1,2023-04-28 15:56:48,Trust
ipakcs,Have not been able to access the app at all over the last 1 week.  What if credit card payment is due as I heard about the bank not waiving charges for late payments.,2,2023-04-27 12:41:43,Trust
Serene Tey,Awesome experience.,5,2023-04-27 11:52:14,Trust
BC-overseas,"App is not the issue, the bank and service is awful. Deeply regret signing up for this card. Payment of bill was transferred *before* due date. But received a most unfriendly collection call to say I was late in payment and a penalty fee is levied. After double checking my transfer date, I contacted the Customer service with the app. I was met with robotic & rigid responses that they are only waiving penalty for one time. Now … why should I be penalized when I have proof that payment was before due date? Treat your customers better.",1,2023-04-27 00:30:03,Trust
I_am_kt,Highlighted the bug and was told will resolve in 1 week. Thats long for a bank app,1,2023-04-25 09:09:05,Trust
Sakura3131,Why are all the deals dumped in a single page?  What about categories or filters?,1,2023-04-13 14:00:31,Trust
AtticcL,"Lousy app n customer service. They charge u so many hidden interest. Call customer service, different people tell different answer.",1,2023-04-11 23:47:09,Trust
ghweipeng,Always have error when applying saving account and credit card. Give up,1,2023-04-08 05:08:36,Trust
Jyotkumar Patel,"This is one of the best banking app that I’ve been able to use everyday.

There are simply so many coupons of Fairprice, KFC and other big brands that I could use to save big. But also I’ve seen the app faster than it’s competitors like DBS and OCBC.

Kudos and we’ll done to the team. Looking forward to more updates and coupons.",5,2023-04-04 02:52:40,Trust
Torin Nguyen,Why is the number of awarded coupons is being removed in the latest version?,1,2023-04-01 17:55:52,Trust
Diniesh Angel,Very slow and not helpful.,1,2023-04-01 09:31:28,Trust
lisa3827,"Used their gojek stamp card and coupon. Super quick and efficient in awarding, but the redeeming process can be made more automatic.",2,2023-03-30 18:26:35,Trust
idwtobeknown,"After locking my account for a paynow transfer to one of my friend, now my account is blocked and im unable to access my money. I called the customer service multiple times but all I received was ""On my end we're unable to do anything because we are the customer service side, we can't do anything other than raising the issue"" 
But even after raising the issue, it's been 2 weeks and still not resolved. I just got my account blocked instead. What a stupid bank this is",1,2023-03-29 04:46:16,Trust
Angry12345670000,"For whatever technical reasons, I could not transfer my funds out, was told to reinstall my app, and had to wait 12 hours before I could transfer. I am not sure after waiting for 12 hours, I could still transfer out my money",1,2023-03-28 04:29:17,Trust
Coolcoolguru,Because there is absolutely zero actions taken by you. I’ve complained three times on the privacy intrusion to sending notifications despite the toggle is off. Why!? Why!? Is this the way your gaining half an million customers and celebrate the TRUST. Perhaps a complain to PDPA in this case to investigate,1,2023-03-28 03:06:58,Trust
Leo_ljw,Customer service officer has extremely poor comprehension and communication skills. No knowledge of bank plans. Zero assistance. I’m going close my account. The worst bank.,1,2023-03-18 05:36:21,Trust
